0,0.001
1,0.001
2,0.001
3,0.001
4,0.001
5,0.001
6,0.001
7,0.001
8,0.001
9,0.001
10,0.001
11,0.001
12,0.001
13,0.001
14,0.001
15,0.001
16,0.0960961198824
17,2.81419320332
18,0.001
19,0.001
20,0.773701716981
21,0.001
22,0.001
23,0.639048497548
24,0.001
25,0.001
26,0.001
27,0.001
28,0.001
29,0.404953624145
30,0.001
31,0.0758724703394
32,0.001
33,0.001
34,0.001
35,0.0274202654448
36,0.001
37,0.001
38,0.001
39,0.001
40,0.110266742959
41,0.0476560295753
42,0.001
43,0.0260676910304
44,0.001
45,0.001
46,0.001
47,0.001
48,0.0231149849993
49,0.426731407046
50,0.186150053053
51,0.0619513590783
52,0.001
53,0.001
54,0.001
55,0.138991856937
56,0.562156251242
57,0.001
58,0.0750594849732
59,0.0120842928633
60,0.060905186338
61,0.001
62,0.106961003154
63,0.001
64,0.001
65,0.326623628949
66,0.001
67,0.001
68,0.403797189015
69,0.474271948744
70,0.001
71,0.001
72,0.133975317924
73,0.0748465389556
74,0.001
75,0.001
76,0.0694178739237
77,0.0305579048883
78,0.001
79,0.165099478235
80,0.16041991413
81,0.001
82,0.001
83,0.001
84,0.0734542683506
85,0.001
86,0.001
87,0.0436128449055
88,0.0700966516326
89,0.0591181295321
90,0.0342679365606
91,0.001
92,0.001
93,0.00258798772563
94,0.001
95,0.001
96,0.117689128116
97,0.218084290734
98,0.0665928443499
99,0.100077592489
100,0.0218485191514
101,0.001
102,0.0474445045968
103,0.0968512046406
104,0.001
105,0.001
106,0.001
107,0.108079135719
108,0.001
109,0.001
110,0.0846964989464
111,0.001
112,0.001
113,0.187901271382
114,0.001
115,0.204849956378
116,0.001
117,0.001
118,0.001
119,0.001
120,0.231692427669
121,0.001
122,0.001
123,0.142675544039
124,0.001
125,0.001
126,0.001
127,0.0758724703394
128,0.0114652379356
129,0.001
130,0.154600947442
131,0.13181128193
132,0.001
133,0.103347397037
134,0.0874165495802
135,0.0752820690983
136,0.001
137,0.193132459157
138,0.0826677792369
139,0.001
140,0.107618009887
141,0.001
142,0.001
143,1.22422697175
144,0.159003546231
145,0.001
146,0.191303001266
147,0.278072909441
148,0.158588452932
149,0.12991073185
150,0.192355893888
151,0.001
152,0.255233986804
153,0.117720271126
154,0.001
155,0.123031087794
156,0.139376934009
157,0.281651396491
158,0.166688164828
159,0.0856578002018
160,0.001
161,0.100259684538
162,0.001
163,0.0136997435839
164,0.001
165,0.0327062591804
166,0.001
167,0.0324798011625
168,0.0675376779381
169,0.001
170,0.076792504039
171,0.186173635175
172,0.0451509337513
173,0.001
174,0.0887613924227
175,0.12772415787
176,0.001
177,0.279917343773
178,0.18848118792
179,0.001
180,0.188340062461
181,0.208714974689
182,0.001
183,0.076792504039
184,0.0311967537006
185,0.0279668042344
186,0.109042363914
187,0.152261940042
188,0.034143408509
189,0.001
190,0.138605717747
191,0.020076557081
192,0.001
193,0.0545092480435
194,0.001
195,0.0451684750476
196,0.0949696369843
197,0.001
198,0.001
199,0.001
200,0.149526734537
201,0.134210695474
202,0.123408253661
203,0.267852703635
204,0.001
205,0.25829056338
206,0.001
207,0.116515597567
208,0.0609888927541
209,0.12306066196
210,0.001
211,0.001
212,0.001
213,0.107489276025
214,0.0428072156421
215,0.0879017320549
216,0.001
217,0.163363612486
218,0.0490383101058
219,0.121486157352
220,0.0193633565317
221,0.001
222,0.081155395835
223,0.0565404267653
224,0.0578612469468
225,0.166657579406
226,0.001
227,0.0210800306333
228,0.001
229,0.193937472076
230,0.0594111402411
231,0.190643903902
232,0.834008410148
233,0.110138515288
234,0.001
235,0.202882454553
236,0.0583676762808
237,0.120405225995
238,0.001
239,0.001
240,0.0771931450077
241,0.160434555017
242,0.118372760615
243,0.462791964889
244,0.172876975296
245,0.0820464853454
246,0.124608000801
247,0.001
248,0.0607428174821
249,0.136234839663
250,0.0922258650782
251,0.001
252,0.0633007569328
253,0.001
254,0.0332869514457
255,0.105576498698
256,0.248303730566
257,0.214957909883
258,0.335843296422
259,2.47245057087
260,1.51304382542
261,0.105797843727
262,0.401851266873
263,0.001
264,0.177007368161
265,0.532928614039
266,0.384738498504
267,0.001
268,0.001
269,0.119703046534
270,0.208921781675
